Images,Labels
artifacts/data_ingestion/data/dataset\lightning\1984.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0462.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3615.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3139.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6120.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1683.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0527.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4653.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0641.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1871.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2373.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1916.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1672.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0386.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3306.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1759.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3599.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0075.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1026.jpg,snow
artifacts/data_ingestion/data/dataset\frost\4064.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0511.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4463.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\1879.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5897.jpg,rime
artifacts/data_ingestion/data/dataset\snow\0905.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2171.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1827.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0819.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1903.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3398.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6116.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1481.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1548.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2431.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2729.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3193.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0123.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3704.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6707.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6242.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3746.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3261.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5481.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3130.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3045.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3506.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6439.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1447.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1285.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\2021.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2127.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4319.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6172.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4404.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5262.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6428.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3342.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5811.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2099.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2237.jpg,dew
artifacts/data_ingestion/data/dataset\snow\0946.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2588.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1725.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1162.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\2930.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3655.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1030.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1705.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6216.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3921.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1731.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3854.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5732.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2724.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3818.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1308.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4753.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\0973.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3682.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2160.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3783.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2036.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0297.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1337.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0398.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6144.jpg,glaze
artifacts/data_ingestion/data/dataset\rainbow\0721.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1742.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5016.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1365.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4335.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1501.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2839.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2590.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4253.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2860.jpg,dew
artifacts/data_ingestion/data/dataset\frost\4014.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2831.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2074.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0265.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0081.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1892.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3804.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6532.jpg,glaze
artifacts/data_ingestion/data/dataset\rainbow\0681.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6498.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4506.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2352.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2509.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5464.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6135.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3345.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\2073.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6097.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\0977.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4374.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0746.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0743.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6223.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1436.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0323.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0612.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2059.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2187.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0795.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\5896.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3525.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5710.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2011.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1213.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2514.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1223.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0524.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3858.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1303.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3761.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2353.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4332.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3026.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3598.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\1967.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1557.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5008.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2185.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2872.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4141.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1201.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3675.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3844.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4450.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3188.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0793.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\1142.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2046.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1702.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3681.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3707.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0906.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4193.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5720.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4469.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4772.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5301.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0572.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1230.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\1955.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1348.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3977.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6570.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0143.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5488.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1475.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1262.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3561.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4457.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3263.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0565.jpg,hail
artifacts/data_ingestion/data/dataset\rime\6077.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1841.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6165.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5285.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3811.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0672.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3544.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\4015.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1353.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6540.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\2016.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\1988.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6289.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4152.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4471.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2847.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0050.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0382.jpg,hail
artifacts/data_ingestion/data/dataset\rime\4953.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3703.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1975.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2891.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1036.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6558.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1312.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4522.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3364.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5692.jpg,rime
artifacts/data_ingestion/data/dataset\snow\0838.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1656.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1361.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3408.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3220.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3044.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5203.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5452.jpg,rime
artifacts/data_ingestion/data/dataset\rime\6076.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0399.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2524.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2180.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6294.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1599.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6709.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3016.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\2204.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5528.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3272.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1341.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4514.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3820.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4331.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6620.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4924.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2785.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2287.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5596.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6299.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1713.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2520.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2550.jpg,dew
artifacts/data_ingestion/data/dataset\snow\0836.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5889.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3442.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6542.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1743.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6308.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0403.jpg,hail
artifacts/data_ingestion/data/dataset\rime\4985.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3992.jpg,frost
artifacts/data_ingestion/data/dataset\frost\4059.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1489.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3475.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\1861.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\1965.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0503.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1057.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6406.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1453.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\2157.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2003.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2030.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0237.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1959.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2628.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1899.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1369.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0407.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3142.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2257.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3725.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6426.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1747.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5140.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1699.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5343.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3740.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3903.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1276.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1429.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4867.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2411.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5423.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2158.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0328.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5292.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3995.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6121.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4215.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5043.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0208.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1402.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5297.jpg,rime
artifacts/data_ingestion/data/dataset\snow\0943.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6132.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6591.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0084.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1595.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1288.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4748.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2642.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4832.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5424.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2132.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4442.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3758.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3590.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6259.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\132.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4681.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\4973.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2510.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1267.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1565.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3719.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0436.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5794.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0699.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\5512.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0405.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0534.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3677.jpg,frost
artifacts/data_ingestion/data/dataset\rain\135.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1168.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4517.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0422.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3879.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5702.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6317.jpg,glaze
artifacts/data_ingestion/data/dataset\rainbow\0813.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0783.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1979.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\2962.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\4940.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4819.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4616.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6099.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1619.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4256.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3934.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1168.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0000.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3757.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1351.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2506.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2052.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1197.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4136.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1756.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2333.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0018.jpg,hail
artifacts/data_ingestion/data/dataset\snow\0900.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6425.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2245.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4691.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0753.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3619.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2095.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2736.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1973.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5591.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6282.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2672.jpg,dew
artifacts/data_ingestion/data/dataset\rainbow\0667.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1484.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0411.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5288.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2843.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6416.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2739.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2527.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6227.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0284.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3737.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0759.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3199.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\4004.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5375.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5415.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3002.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3600.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1981.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4604.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3173.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3375.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0616.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1897.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5473.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6271.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0030.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2827.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3452.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2753.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2519.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5646.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0478.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6127.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1134.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3775.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6115.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4511.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3250.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6353.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1424.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2203.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5170.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0505.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5461.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1122.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1044.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3206.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1438.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\2981.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4910.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0757.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3941.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1695.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1312.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4367.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3901.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4487.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1360.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2802.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2834.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6258.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4826.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5573.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3738.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0661.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\4034.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1800.jpg,rain
artifacts/data_ingestion/data/dataset\snow\0933.jpg,snow
